,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
2622,8582010240,20140506T000000,4,2.5,2110,13850,2.0,0,0,3,9,2110,0,1987,0,98027,47.5497,-122.07700000000001,2520,10194,606000
7797,9432900040,20140729T000000,4,2.5,2230,8500,2.0,0,0,3,8,2230,0,1994,0,98022,47.2082,-122.009,2270,8770,325000
6459,9477730080,20141210T000000,3,1.75,1680,7389,1.0,0,0,3,8,1150,530,1979,0,98056,47.5199,-122.184,2100,10348,377000
4562,475000750,20140925T000000,3,2.0,1750,4990,1.0,0,0,3,7,950,800,1916,0,98107,47.6667,-122.361,1700,5000,477000
5052,2025700130,20150129T000000,3,2.25,1510,6000,1.0,0,0,4,7,1150,360,1993,0,98038,47.3484,-122.036,1510,6000,269950
19218,8562750300,20140731T000000,3,2.5,2320,5663,2.0,0,0,3,8,2320,0,2003,0,98027,47.538999999999994,-122.07,2500,4500,589000
10597,5490220030,20150225T000000,4,2.5,2110,11680,1.0,0,0,4,7,1420,690,1977,0,98052,47.6964,-122.118,1890,9600,580000
19393,6139100076,20150427T000000,4,2.0,1820,9450,1.0,0,0,3,7,1100,720,1962,0,98155,47.7607,-122.329,1540,9450,330000
17146,7960100050,20150415T000000,3,2.0,1860,3600,1.5,0,0,3,7,1110,750,1915,0,98122,47.6102,-122.296,1680,3695,590000
7444,7503000050,20140807T000000,3,2.5,1690,10113,1.0,0,0,3,7,1310,380,1991,0,98028,47.7381,-122.223,1690,10113,390000
5110,3991400080,20141216T000000,3,1.75,2430,8820,1.0,0,2,3,8,1630,800,1977,0,98178,47.4972,-122.23299999999999,2390,10050,499900
3890,8819900449,20150508T000000,2,1.0,1100,3975,1.0,0,0,3,7,900,200,1950,0,98105,47.6701,-122.286,1110,4280,395000
6810,4222500020,20150219T000000,3,1.5,1490,7800,1.0,0,0,3,7,1010,480,1963,0,98003,47.3431,-122.304,1570,7800,256400
20934,1237500577,20150212T000000,4,2.5,3550,8618,2.0,0,0,3,10,3550,0,2007,0,98052,47.6776,-122.161,1310,9746,880000
21379,3278612450,20150407T000000,3,2.5,1800,1120,2.0,0,0,3,8,1800,0,2011,0,98126,47.5436,-122.369,1800,2380,391000
14260,2856101755,20150504T000000,3,2.0,1700,5100,1.5,0,0,4,7,1500,200,1924,0,98117,47.678999999999995,-122.39,1700,5100,712000
3314,3438500714,20140506T000000,4,2.5,1890,6156,1.0,0,0,3,7,980,910,1980,0,98106,47.551,-122.35600000000001,1590,6954,325000
3441,9328510100,20140911T000000,4,2.5,2550,7312,2.0,0,0,3,9,2550,0,1988,0,98008,47.6441,-122.113,2330,7480,699000
14137,8850000180,20150420T000000,4,1.0,980,3000,1.5,0,0,4,7,980,0,1914,0,98144,47.5892,-122.31200000000001,1525,3000,295000
14377,1323089107,20150121T000000,3,2.5,2330,33750,2.0,0,0,3,9,2330,0,1983,2001,98045,47.4787,-121.723,2270,35000,585000
991,3226049270,20150304T000000,4,2.5,2160,8158,1.0,0,0,4,8,1660,500,1952,0,98115,47.6948,-122.32799999999999,1520,7208,585000
914,6623400135,20140522T000000,3,2.5,1750,7208,2.0,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.19200000000001,2050,7524,324000
10022,3339900640,20140620T000000,3,2.25,1230,7420,1.5,0,0,5,7,1230,0,1913,0,98002,47.3184,-122.22,1260,7556,200000
20254,1332700020,20150116T000000,2,2.25,1610,1968,2.0,0,0,4,7,1610,0,1979,0,98056,47.5184,-122.196,1950,1968,278000
8377,8024201055,20140806T000000,2,1.0,800,5080,1.0,0,0,3,7,800,0,1938,0,98115,47.6978,-122.314,1560,5110,404500
14052,7397300220,20140529T000000,4,3.25,4430,21000,2.0,0,0,3,10,4430,0,1952,2007,98039,47.6398,-122.23700000000001,3930,20000,2750000
3654,6700390100,20150318T000000,3,2.5,1770,6187,2.0,0,0,3,7,1770,0,1992,0,98031,47.4034,-122.189,1650,7200,245000
12362,8862000075,20150220T000000,2,1.0,790,6555,1.0,0,0,2,6,790,0,1956,0,98146,47.5015,-122.35,1440,7601,285000
9811,2877102196,20141125T000000,4,2.75,2640,3750,2.0,0,0,5,7,1840,800,1911,0,98117,47.6783,-122.363,1690,5000,750000
7418,3881900321,20140514T000000,3,1.0,1050,5402,1.5,0,0,4,7,1050,0,1906,0,98144,47.5867,-122.311,1510,4685,339950
18868,2597531020,20141104T000000,6,3.25,3140,14923,2.0,0,0,3,10,3140,0,1991,0,98006,47.5411,-122.133,2980,10758,925850
19532,2011000120,20140529T000000,3,1.75,1590,7617,2.0,0,0,3,7,1590,0,1986,0,98198,47.3819,-122.31200000000001,1490,7450,210000
740,7830800339,20140728T000000,4,2.5,2210,17715,2.0,0,0,3,8,2210,0,1997,0,98030,47.3818,-122.2,2210,16907,360000
31,2426039314,20141201T000000,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.35700000000001,1390,1756,280000
971,2009001600,20150506T000000,3,1.0,1070,9000,1.0,0,0,4,7,1070,0,1950,0,98198,47.4061,-122.33,1840,12000,265000
5839,4345000050,20140630T000000,3,2.75,1300,14197,1.0,0,0,3,7,860,440,1996,0,98030,47.3652,-122.18299999999999,1550,7596,245000
10756,5706000070,20141014T000000,4,2.5,2630,15000,2.0,0,0,5,8,2630,0,1962,0,98027,47.5262,-122.02799999999999,1770,8700,589000
3962,4113800300,20150414T000000,4,2.5,2420,7744,2.0,0,0,3,9,2420,0,1994,0,98056,47.534,-122.18,2820,11129,600000
5560,424069088,20140904T000000,3,2.0,1380,15426,1.0,0,0,4,7,1380,0,1968,0,98075,47.5951,-122.036,1380,15426,406430
1116,9178600560,20140623T000000,2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,98103,47.6561,-122.33200000000001,1500,4560,690000
5805,7202260780,20150120T000000,3,2.5,2510,5544,2.0,0,0,3,7,2510,0,2001,0,98053,47.6903,-122.042,2660,5614,535000
16540,2591840050,20150211T000000,4,2.5,2680,11590,2.0,0,0,4,9,2680,0,1988,0,98058,47.4395,-122.163,2580,8225,419625
2467,6654700240,20150408T000000,4,2.5,1980,6566,2.0,0,0,3,8,1980,0,2004,0,98042,47.3809,-122.09700000000001,2590,6999,332000
831,8856890200,20140626T000000,3,2.25,1780,16290,2.0,0,0,4,8,1780,0,1987,0,98058,47.4622,-122.12700000000001,1780,8810,350000
9027,5636000210,20150223T000000,5,3.0,2680,9624,2.0,0,0,3,7,1870,810,1995,0,98010,47.3279,-122.006,1860,9921,359999
2825,6383900090,20140904T000000,6,2.5,3760,12978,1.0,0,0,3,9,2360,1400,1967,0,98117,47.6976,-122.381,2300,7362,838300
8694,5072400100,20150413T000000,4,2.25,2290,9900,1.0,0,2,4,8,1550,740,1959,0,98166,47.4434,-122.34299999999999,2320,9900,571000
5217,9321010130,20150312T000000,3,1.75,1390,8980,1.0,0,0,4,8,1390,0,1985,0,98022,47.2015,-122.005,1770,9085,278500
6460,3300760020,20140826T000000,3,2.0,1530,6773,1.0,0,0,4,8,1530,0,1984,0,98033,47.6653,-122.194,2240,7201,595000
6694,3331001995,20150123T000000,3,2.0,1440,4859,2.0,0,0,2,6,1440,0,1921,0,98118,47.5503,-122.285,1360,4558,509990
15428,9378700190,20150316T000000,4,3.25,2360,8344,2.0,0,0,3,8,2360,0,1990,0,98058,47.4403,-122.126,1860,8410,319000
12129,3022079094,20141006T000000,4,2.5,3320,244807,2.0,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,2530,217800,675000
7368,2405500050,20140606T000000,4,2.5,2840,9354,2.0,0,0,3,10,2840,0,1990,0,98074,47.6274,-122.04,2540,10200,650000
14685,98000150,20150102T000000,4,4.0,4930,22093,2.0,0,3,3,12,4930,0,2004,0,98075,47.5874,-121.965,4630,18889,1465000
2044,5315100806,20140915T000000,4,3.0,2720,11740,1.0,0,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740,940000
1980,3619600132,20140915T000000,3,1.75,2940,6000,1.0,0,2,4,8,1590,1350,1957,0,98177,47.7235,-122.369,2880,8100,635000
13344,5561720180,20140826T000000,3,2.25,1740,10836,1.0,0,0,3,7,910,830,1981,0,98031,47.3976,-122.166,2090,7500,252000
2683,6441800060,20141209T000000,4,2.5,3070,5762,2.0,0,0,3,10,3070,0,2000,0,98075,47.5847,-122.08,3630,6500,725786
1346,9542100135,20141112T000000,4,1.75,2350,18800,1.0,0,2,3,8,2350,0,1959,0,98005,47.5904,-122.177,3050,14640,620000
18461,2597530760,20140623T000000,5,3.5,3500,10155,2.0,0,0,3,10,2570,930,1996,0,98006,47.5415,-122.133,2940,10753,905000
14654,203100910,20140923T000000,5,2.5,2300,28480,2.0,0,0,3,6,2300,0,1994,0,98053,47.6403,-121.964,1880,26720,475000
3653,6117501015,20140606T000000,3,1.0,1560,14333,1.0,0,0,4,7,1560,0,1953,0,98166,47.431999999999995,-122.348,1640,14333,387500
16739,5160300020,20140609T000000,3,1.75,1760,10780,1.0,0,0,3,8,1760,0,1977,0,98005,47.5938,-122.154,2090,10780,554000
744,3300701170,20140620T000000,3,1.0,1500,4000,1.0,0,0,3,6,900,600,1925,0,98117,47.6921,-122.38,950,4000,395000
7108,6817801150,20150330T000000,4,2.5,2160,10987,1.0,0,0,4,8,1440,720,1981,2003,98074,47.6333,-122.03399999999999,1280,11617,555000
723,7694800270,20150420T000000,3,2.5,2140,2770,2.0,0,0,3,8,1770,370,2007,0,98052,47.6664,-122.131,2510,2708,636000
18360,421069081,20150127T000000,3,2.5,2235,43560,1.0,0,0,5,7,990,1245,1975,0,98010,47.3326,-122.046,1460,29621,337000
19339,3019300090,20140723T000000,2,3.5,2560,5000,1.0,0,0,4,6,1280,1280,1944,0,98107,47.6681,-122.368,1390,4000,535000
4340,5101404563,20140627T000000,3,1.75,1960,6380,1.0,0,0,4,7,980,980,1939,0,98115,47.6975,-122.316,1480,6380,561500
18598,726049131,20150320T000000,3,2.0,1750,9000,1.5,0,0,4,5,1750,0,1936,0,98133,47.7489,-122.35,1830,8100,325000
5394,322069109,20150505T000000,2,2.25,1910,108900,1.0,0,0,4,7,1010,900,1972,0,98038,47.4206,-122.023,2050,108900,411000
4813,4101410050,20150421T000000,4,1.75,1900,8800,1.0,0,0,3,8,1140,760,1975,0,98033,47.6579,-122.197,2280,8800,675000
3870,7893203565,20141027T000000,3,1.0,1260,7500,1.0,0,0,3,6,1260,0,1954,0,98198,47.4191,-122.33,1260,7500,120000
12680,925069123,20150318T000000,3,1.0,1610,58370,1.0,0,0,3,7,1610,0,1978,0,98053,47.6718,-122.044,2510,58127,590000
11484,4375700055,20140627T000000,2,1.5,1520,8040,1.0,0,0,5,7,1520,0,1951,0,98125,47.7131,-122.306,1440,8040,500000
11254,2126049290,20150220T000000,4,3.0,2370,8154,1.0,0,0,3,7,1380,990,1977,0,98125,47.7258,-122.306,2100,8148,522500
17642,2767603160,20150225T000000,2,1.0,1320,4750,1.5,0,0,4,7,1320,0,1928,0,98107,47.6729,-122.38,1360,2873,575000
11180,3345100030,20140722T000000,3,2.25,3270,168000,2.0,0,0,4,10,3270,0,1982,0,98056,47.5197,-122.191,3220,7963,750000
15394,2639400020,20140801T000000,4,1.75,2460,7560,2.0,0,0,4,8,2460,0,1952,0,98177,47.7256,-122.367,2760,8918,635000
746,9277200111,20140714T000000,4,1.75,2010,5070,1.0,0,1,4,7,1300,710,1963,0,98116,47.5793,-122.402,2180,5400,650000
18251,7849202296,20150130T000000,3,2.5,1470,4675,2.0,0,0,3,7,1470,0,1999,0,98065,47.5261,-121.82700000000001,1500,4385,339900
9507,8103000110,20150205T000000,2,1.5,1480,15641,1.0,0,0,4,7,1480,0,1940,0,98146,47.5008,-122.366,1520,7525,490000
13389,8835400775,20141026T000000,4,3.25,2557,9480,2.0,0,2,3,7,2557,0,1948,1993,98118,47.5449,-122.262,2220,8340,594950
13200,2768100180,20140606T000000,4,2.5,1990,2175,2.0,0,0,3,8,1680,310,2005,0,98107,47.6696,-122.37100000000001,1560,2087,595000
15723,1939110080,20140926T000000,4,2.5,2330,7936,2.0,0,0,3,9,2330,0,1987,0,98074,47.6269,-122.03,2460,8137,565000
16148,1624059093,20140630T000000,3,2.0,1890,29185,1.0,0,0,3,7,1470,420,1949,2013,98006,47.5621,-122.16799999999999,2580,11600,570000
9154,2877101745,20140804T000000,4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1911,2014,98117,47.6768,-122.363,1080,3750,898500
12842,8802400644,20150505T000000,3,2.5,2030,8000,2.0,0,0,3,7,2030,0,1997,0,98031,47.4024,-122.21600000000001,2290,7945,305000
265,8078560140,20140519T000000,4,2.5,1700,7280,2.0,0,0,4,7,1700,0,1988,0,98031,47.4045,-122.171,1950,7475,290000
21339,5393600562,20140522T000000,2,2.5,1520,1588,2.0,0,0,3,8,1240,280,2007,0,98144,47.5825,-122.31299999999999,1660,6000,430000
18812,9264910300,20140710T000000,3,1.75,3140,8571,1.0,0,0,4,8,1670,1470,1985,0,98023,47.3074,-122.337,2590,7949,345000
12308,7550801170,20141211T000000,4,1.0,1350,3333,1.5,0,0,3,7,1350,0,1912,0,98107,47.6727,-122.397,1530,5000,429000
3139,7518501390,20140617T000000,2,1.0,900,5100,1.0,0,0,4,7,900,0,1909,0,98117,47.6804,-122.37799999999999,1400,5100,473000
14295,9829201058,20140504T000000,3,2.5,2850,7130,2.0,0,0,3,10,1990,860,1980,0,98122,47.603,-122.289,2280,6459,783500
4533,3818700123,20140813T000000,3,2.0,2360,5737,2.0,0,0,3,8,2360,0,2003,0,98028,47.7633,-122.262,1600,9163,390000
9992,7199330370,20150309T000000,3,1.75,1200,7360,1.0,0,0,4,7,1200,0,1978,0,98052,47.6979,-122.13,1200,7500,385000
10427,742000060,20141230T000000,3,2.0,2480,13310,1.0,0,0,2,7,2480,0,1955,0,98052,47.6759,-122.11399999999999,2400,11340,1200000
11735,1402200140,20150105T000000,6,2.5,3060,17112,1.0,0,0,4,8,1530,1530,1967,0,98058,47.4379,-122.146,2690,16038,400000
3062,3163600015,20150128T000000,2,1.0,600,4000,1.0,0,0,3,5,600,0,1933,0,98146,47.5065,-122.339,1290,6973,156000
10404,1814800060,20150220T000000,4,3.5,3290,5559,1.5,0,0,3,8,2290,1000,1906,2004,98103,47.6788,-122.346,1790,6000,965000
21450,8562790720,20150514T000000,4,3.5,2630,3757,2.0,0,0,3,10,2200,430,2008,0,98027,47.5322,-122.075,2620,2699,749950
12458,6696800030,20140923T000000,4,2.5,2290,10186,2.0,0,0,3,8,2290,0,1985,0,98008,47.6353,-122.124,2150,10186,650000
15925,9460000010,20141203T000000,3,1.75,1990,6500,1.0,0,0,3,7,1090,900,1961,0,98055,47.488,-122.221,2150,6500,285000
16597,3342102385,20141029T000000,4,2.25,2200,6750,1.0,0,0,5,8,1480,720,1959,0,98056,47.5215,-122.20200000000001,2710,6750,376000
10177,1370800935,20140618T000000,3,2.0,2020,5500,1.5,0,3,3,10,1790,230,1937,0,98199,47.6388,-122.40899999999999,2580,5500,1400000
9563,3023039231,20140714T000000,1,1.0,920,91476,1.5,0,0,3,6,920,0,1996,2002,98070,47.448,-122.47200000000001,1746,91476,650000
13964,1266200120,20150321T000000,2,1.0,1370,9460,1.0,0,0,3,6,1370,0,1950,0,98004,47.6238,-122.191,1690,9930,720000
5223,98030630,20141215T000000,5,3.75,3830,8131,2.0,0,0,3,10,3830,0,2005,0,98075,47.5837,-121.971,3570,7290,852500
10249,1826049094,20140716T000000,2,1.0,2230,11472,2.0,0,0,3,7,2230,0,1951,0,98133,47.7372,-122.35,1870,8649,426000
11764,1774000030,20150330T000000,6,2.25,2950,11200,1.0,0,0,4,7,1700,1250,1970,0,98072,47.7476,-122.087,1790,11200,395000
13855,3735900770,20141017T000000,4,4.0,3180,7650,2.0,0,0,3,8,2530,650,1920,0,98115,47.6887,-122.319,2000,4080,775000
3947,7304300906,20140613T000000,3,1.0,1280,8184,1.5,0,0,4,6,1280,0,1947,0,98155,47.7467,-122.319,1120,8184,304000
2058,6893300350,20140602T000000,2,2.0,1410,12282,1.5,0,0,5,8,1410,0,1909,1988,98024,47.5242,-121.926,1410,8931,439900
8086,2087700115,20141103T000000,2,1.5,1900,4450,1.0,0,0,5,7,1500,400,1916,0,98144,47.5834,-122.29299999999999,2130,5000,650000
6451,7524100280,20140612T000000,4,1.5,1490,7560,2.0,0,0,3,7,1490,0,1966,0,98198,47.3684,-122.318,1490,7689,259000
20095,8562780490,20150223T000000,3,2.5,1150,683,2.0,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,755,335000
19288,1796380330,20140623T000000,3,2.0,1310,6738,1.0,0,0,4,7,1310,0,1990,0,98042,47.3694,-122.083,1290,8067,249900
4922,9809000020,20140513T000000,5,2.25,3120,16672,2.0,0,0,4,9,3120,0,1969,0,98004,47.6458,-122.219,3740,17853,1895000
3838,534000112,20150203T000000,2,2.5,1270,1242,3.0,0,0,3,7,1270,0,2008,0,98117,47.701,-122.36200000000001,1280,1199,348000
7382,6745700190,20150407T000000,3,1.75,2070,5000,1.5,0,0,3,8,2070,0,1920,0,98144,47.5828,-122.291,2630,5000,880000
8306,1795900120,20141029T000000,3,2.5,2250,9235,2.0,0,0,3,8,2250,0,1985,0,98052,47.7268,-122.105,2290,8187,549000
19520,6384500535,20150326T000000,3,1.0,1270,6250,1.0,0,0,3,7,910,360,1955,0,98116,47.5694,-122.397,2000,6250,499000
284,5634500392,20150410T000000,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300,330000
16479,1245500725,20141030T000000,3,1.75,1240,13869,1.0,0,0,4,7,1240,0,1957,0,98033,47.6919,-122.21,1970,7790,675000
18264,4447300165,20141223T000000,2,1.0,760,4000,1.0,0,0,3,7,760,0,1944,0,98117,47.6896,-122.396,1520,4000,415000
10856,3904940140,20141006T000000,4,2.5,2420,8056,1.0,0,0,3,8,1680,740,1988,0,98029,47.5748,-122.01299999999999,2160,6807,550000
12147,9407001600,20150423T000000,3,1.75,1660,11500,1.0,0,0,3,7,1130,530,1979,0,98045,47.4473,-121.774,1250,11000,305000
11634,4038000055,20140812T000000,3,1.0,1320,7076,1.0,0,0,4,7,1320,0,1959,0,98008,47.6131,-122.12299999999999,1510,9000,425000
21220,2461900446,20141023T000000,3,2.0,1330,1042,2.0,0,0,3,8,1060,270,2014,0,98136,47.5522,-122.382,1440,2428,372000
7859,23500180,20140505T000000,3,2.25,2010,6000,1.0,0,0,3,8,1330,680,1975,0,98052,47.6912,-122.115,2080,8260,570000
18664,8732040580,20141218T000000,3,2.5,1850,7200,1.0,0,0,3,7,1500,350,1979,0,98023,47.3063,-122.384,2140,7500,249000
5536,7950300005,20140528T000000,3,1.0,1700,6356,1.5,0,0,3,7,1700,0,1907,0,98118,47.5677,-122.281,2080,6000,681000
18905,4077800258,20141009T000000,3,1.0,1000,7800,1.0,0,0,4,6,860,140,1930,0,98125,47.7098,-122.28299999999999,1700,7800,400000
14156,6450304130,20140505T000000,2,1.0,1140,5250,1.5,0,0,4,6,1140,0,1949,0,98133,47.731,-122.34100000000001,1450,5250,329950
19997,7299601790,20141107T000000,3,2.5,1600,6315,2.0,0,0,3,8,1600,0,2013,0,98092,47.2611,-122.198,1608,4300,287000
14123,326069101,20141205T000000,3,2.5,2130,219978,2.0,0,0,3,8,2130,0,1986,0,98077,47.7754,-122.03200000000001,3340,217800,515000
9476,222069057,20150330T000000,3,3.5,3580,95832,1.5,0,0,3,9,3580,0,2005,0,98038,47.4239,-122.015,2880,60548,665000
15833,7199330130,20140703T000000,3,1.75,1530,8000,2.0,0,0,3,7,1530,0,1978,0,98052,47.6971,-122.13,1530,7500,474000
21172,7203170190,20140619T000000,4,2.5,2650,6884,2.0,0,0,3,8,2650,0,2012,0,98053,47.6901,-122.015,2520,5866,734990
2003,4319200505,20140617T000000,5,1.0,1710,9100,1.5,0,0,4,7,1320,390,1926,0,98126,47.5379,-122.37799999999999,1880,9100,560000
5346,267010020,20140711T000000,4,2.0,1790,7800,1.0,0,0,5,8,1790,0,1972,0,98008,47.6266,-122.103,2150,7838,570000
14242,1133000385,20140530T000000,5,3.75,3990,18897,2.0,0,0,3,8,3090,900,1937,2010,98125,47.7228,-122.31,2080,9793,740000
11956,920069053,20140917T000000,3,1.0,960,15273,1.0,0,0,4,7,960,0,1963,0,98022,47.238,-122.039,1930,51400,201000
10431,3123039171,20140805T000000,3,2.75,1830,208216,2.0,0,0,3,8,1830,0,1997,0,98070,47.4377,-122.464,1530,16988,495000
20316,8562790950,20150327T000000,3,2.5,2340,2155,2.0,0,0,3,10,2120,220,2012,0,98027,47.53,-122.073,2640,2680,716500
15666,2767603165,20150122T000000,4,2.0,1980,4500,2.0,0,0,4,7,1980,0,1910,0,98107,47.6728,-122.37899999999999,1550,2541,500000
20799,7772850060,20141110T000000,3,2.5,1420,3542,2.0,0,0,3,8,1310,110,2007,0,98133,47.7731,-122.34299999999999,1180,1622,290000
12343,1598600320,20150416T000000,4,1.5,1570,9210,1.0,0,2,3,7,1400,170,1965,0,98030,47.3864,-122.22,2326,9210,339900
8235,1257202215,20140714T000000,4,1.75,1760,4080,1.5,0,0,4,8,1760,0,1906,0,98103,47.675,-122.331,1760,6120,810000
12148,5700001895,20150302T000000,4,1.5,3390,6200,2.0,0,0,4,8,2530,860,1916,0,98144,47.58,-122.29,3080,6000,895000
13831,705000120,20150406T000000,3,1.0,950,6951,1.0,0,0,4,7,950,0,1950,0,98125,47.7263,-122.3,1410,7200,395000
11281,9206700060,20141105T000000,4,2.5,4070,129808,2.0,0,0,3,10,4070,0,1998,0,98038,47.4433,-122.016,4070,102366,710000
14766,9834200411,20141113T000000,3,1.0,950,3621,1.0,0,0,4,6,950,0,1947,0,98144,47.575,-122.289,1540,4080,390000
3217,5416500090,20140724T000000,3,2.5,1440,3800,2.0,0,0,3,7,1440,0,2005,0,98038,47.3606,-122.039,1890,3819,269000
14543,2026049122,20150401T000000,3,1.5,1120,6653,1.0,0,0,4,7,1120,0,1937,0,98133,47.7321,-122.334,1580,7355,425000
4333,6200017,20141112T000000,3,1.0,1340,21336,1.5,0,0,4,5,1340,0,1945,0,98032,47.4023,-122.273,1340,37703,281000
14085,9238450150,20140512T000000,3,1.0,1280,9898,1.0,0,0,3,7,1280,0,1968,0,98072,47.7677,-122.163,1290,9625,368000
10001,2126059139,20150318T000000,5,3.25,3160,10587,1.0,0,0,5,7,2190,970,1960,0,98034,47.7238,-122.165,2200,7761,620000
1003,2826049282,20140614T000000,3,2.5,1930,7214,2.0,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309,1930,7266,530000
10585,6198400218,20140919T000000,2,1.0,1070,20450,1.0,0,0,2,6,1070,0,1948,0,98058,47.4338,-122.18299999999999,1360,15581,95000
6853,7677300010,20150303T000000,4,1.0,1720,4410,1.5,0,2,3,7,1720,0,1928,0,98117,47.6791,-122.402,2140,4500,772500
9268,8141200027,20140925T000000,3,1.5,990,1343,2.0,0,0,3,8,840,150,2007,0,98112,47.6236,-122.306,1350,2521,490000
449,4140090240,20141105T000000,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,520000
5295,1068000235,20140605T000000,4,2.25,2980,8051,1.5,0,2,4,10,2020,960,1935,0,98199,47.6426,-122.40899999999999,2760,5499,1155000
11090,8567450140,20140827T000000,5,2.5,3100,10189,2.0,0,0,3,8,3100,0,2002,0,98019,47.738,-121.965,2840,10189,540000
18891,8682211030,20141028T000000,3,2.0,1440,3900,1.0,0,0,3,8,1440,0,2002,0,98053,47.7022,-122.021,1350,3900,391265
17568,1561900330,20150306T000000,4,3.0,2350,9952,1.0,0,0,3,9,1650,700,1989,0,98031,47.4194,-122.211,2440,9100,397500
17643,8129700985,20150427T000000,3,1.75,1350,4000,1.5,0,0,4,7,1350,0,1925,0,98103,47.6581,-122.354,1880,4000,700000
10247,2571910260,20141107T000000,3,2.5,2000,9669,2.0,0,0,4,8,2000,0,1992,0,98022,47.1964,-122.009,1930,9202,324360
2522,1822500160,20141212T000000,4,2.5,2570,11473,2.0,0,0,3,8,2570,0,2008,0,98003,47.2809,-122.296,2430,5997,356500
7199,3820100284,20140827T000000,3,3.0,1850,9600,1.0,0,0,3,7,1230,620,1981,0,98028,47.7717,-122.25,1970,10000,355000
11348,3046200125,20150406T000000,2,1.0,740,6550,1.0,0,0,4,5,740,0,1946,0,98168,47.4807,-122.33200000000001,1080,8515,202000
20485,3278611450,20150326T000000,4,2.25,1850,2340,2.5,0,0,3,8,1850,0,2014,0,98126,47.543,-122.37200000000001,1850,2340,496800
9033,1186000035,20140512T000000,3,1.75,1720,5000,1.0,0,0,3,9,1720,0,1954,2014,98122,47.6157,-122.29,2120,4188,770000
8518,4038000040,20150326T000000,4,1.75,1910,8250,1.0,0,0,4,7,1910,0,1959,0,98008,47.6131,-122.12299999999999,1500,8250,250000
18820,3331500455,20141203T000000,3,2.25,1850,2575,2.0,0,0,3,9,1850,0,2013,0,98118,47.5525,-122.273,1080,4120,474950
20890,7708200880,20140923T000000,5,2.75,2920,6327,2.0,0,0,3,8,2920,0,2007,0,98059,47.4935,-122.145,2520,5026,562500
21206,3845100670,20140716T000000,4,2.5,3274,4950,2.0,0,0,3,9,3274,0,2014,0,98092,47.2603,-122.195,2578,4200,478830
11323,2600010390,20141015T000000,4,2.25,2430,10050,2.0,0,0,4,8,2430,0,1979,0,98006,47.5563,-122.163,2390,10250,825000
7297,1868901815,20140617T000000,4,1.0,1720,2800,1.5,0,0,4,7,1200,520,1926,0,98115,47.6743,-122.29899999999999,1530,3500,547000
4483,7202341110,20150313T000000,4,2.5,3280,5876,2.0,0,0,3,7,3280,0,2004,0,98053,47.6802,-122.03399999999999,2600,5000,702000
10763,6021500320,20150507T000000,4,1.75,2170,4600,1.0,0,0,3,7,1270,900,1950,0,98117,47.6894,-122.384,1750,4000,709000
19487,1115100278,20150317T000000,3,1.5,1540,7506,1.0,0,0,5,7,1540,0,1961,0,98155,47.7565,-122.325,2180,7653,420000
11525,4077800247,20140610T000000,3,1.5,2010,9480,1.0,0,0,3,8,1570,440,1951,0,98125,47.7102,-122.281,1920,8791,429950
16987,8161020050,20141203T000000,3,2.5,2690,21883,2.0,0,0,3,8,2690,0,1994,0,98014,47.6462,-121.904,2370,21781,445000
13130,2490200450,20140609T000000,4,2.5,2700,5100,1.0,0,0,4,8,1440,1260,1968,0,98136,47.5331,-122.384,1880,5100,550000
4418,2725069085,20141208T000000,4,2.5,3190,49658,2.0,0,0,3,10,3190,0,1999,0,98074,47.6216,-122.015,3040,49658,864000
15035,1760600009,20140829T000000,3,1.0,1030,7800,1.0,0,0,3,7,1030,0,1954,0,98168,47.473,-122.324,1630,12664,229000
5963,5379800500,20140930T000000,3,1.5,910,25500,1.0,0,0,3,5,910,0,1943,0,98188,47.4565,-122.27600000000001,1580,10019,255000
15349,930000415,20141204T000000,4,2.75,4030,10240,2.0,0,2,3,8,3310,720,1943,1994,98177,47.7168,-122.365,2490,7680,835000
10082,3447000060,20141008T000000,3,1.75,2140,13286,1.0,0,0,4,8,1220,920,1964,0,98006,47.5722,-122.12799999999999,2250,13286,577500
4042,7980900011,20150427T000000,3,2.0,1910,13505,1.0,0,0,3,8,1910,0,1955,0,98034,47.7114,-122.23,2010,8000,412450
14901,1125079088,20150402T000000,2,1.0,1330,92782,1.0,0,0,2,6,1330,0,1950,0,98014,47.6624,-121.868,1280,168141,455000
